Geneid	Chr	Start	End	Strand	Length	gene_name	Excel_name	gene_type
ENSG00000243810	chr20	20258407	20267809	-	9403	AL121721.1	'AL121721.1	lncRNA
ENSG00000243811	chr22	39021113	39033277	+	12165	APOBEC3D	'APOBEC3D	protein_coding
ENSG00000243818	chr3	142912116	142942537	+	30422	AC021074.3	'AC021074.3	lncRNA
ENSG00000243819	chr2	10690344	10692099	+	1756	RN7SL832P	'RN7SL832P	lncRNA
ENSG00000243832	chr3	134055256	134057648	-	2393	LINC02000	'LINC02000	lncRNA
ENSG00000243836	chr7	151409161	151413354	+	4194	WDR86-AS1	'WDR86-AS1	lncRNA
ENSG00000243849	chr3	113403988	113433992	+	30005	CFAP44-AS1	'CFAP44-AS1	lncRNA
ENSG00000243861	chr3	154511535	154539309	-	27775	AC092994.1	'AC092994.1	lncRNA
ENSG00000243885	chr3	149384179	149385800	-	1622	AC108751.4	'AC108751.4	lncRNA
ENSG00000243888	chr9	69428248	69428721	-	474	AL355140.1	'AL355140.1	lncRNA
ENSG00000243889	chr7	142358639	142358917	+	279	TRBV8-1	'TRBV8-1	TR_V_pseudogene
ENSG00000243896	chr7	144257663	144264792	-	7130	OR2A7	'OR2A7	protein_coding
ENSG00000243902	chr22	37339583	37427445	-	87863	FP325335.1	'FP325335.1	lncRNA
ENSG00000243903	chr3	59380024	59388704	-	8681	AC138057.1	'AC138057.1	lncRNA
ENSG00000243910	chr2	219253243	219272197	+	18955	TUBA4B	'TUBA4B	protein_coding
ENSG00000243926	chr3	156671862	156674446	-	2585	TIPARP-AS1	'TIPARP-AS1	lncRNA
ENSG00000243927	chr21	34073224	34143034	+	69811	MRPS6	'MRPS6	protein_coding
ENSG00000243943	chr2	27582969	27623217	+	40249	ZNF512	'ZNF512	protein_coding
ENSG00000243944	chr3	150039214	150213726	+	174513	AC117386.2	'AC117386.2	lncRNA
ENSG00000243953	chr3	154969283	154970223	-	941	AC073359.1	'AC073359.1	lncRNA
ENSG00000243955	chr6	52791371	52803860	-	12490	GSTA1	'GSTA1	protein_coding
ENSG00000243960	chr1	111438638	111441364	-	2727	AL390195.1	'AL390195.1	lncRNA
ENSG00000243961	chr20	9986088	10007116	+	21029	PARAL1	'PARAL1	lncRNA
ENSG00000243969	chr3	154827016	154861017	-	34002	AC073359.2	'AC073359.2	lncRNA
ENSG00000243978	chrX	110358816	110456334	+	97519	RTL9	'RTL9	protein_coding
ENSG00000243989	chr3	51983340	51989197	+	5858	ACY1	'ACY1	protein_coding
ENSG00000244005	chr20	35668052	35699355	-	31304	NFS1	'NFS1	protein_coding
ENSG00000244020	chr1	237004103	237004441	-	339	MT1HL1	'MT1HL1	protein_coding
ENSG00000244025	chr21	30491462	30492013	-	552	KRTAP19-3	'KRTAP19-3	protein_coding
ENSG00000244036	chr7	129953234	130026989	+	73756	AC073320.1	'AC073320.1	lncRNA
ENSG00000244038	chr1	20651767	20661544	-	9778	DDOST	'DDOST	protein_coding
ENSG00000244040	chr3	159902045	160225299	-	323255	IL12A-AS1	'IL12A-AS1	lncRNA
ENSG00000244041	chr6	2987967	2991173	+	3207	LINC01011	'LINC01011	lncRNA
ENSG00000244045	chr17	28357642	28363683	+	6042	TMEM199	'TMEM199	protein_coding
ENSG00000244055	chr7	92457564	92495601	+	38038	AC007566.1	'AC007566.1	lncRNA
ENSG00000244057	chr1	152600662	152601086	+	425	LCE3C	'LCE3C	protein_coding
ENSG00000244063	chr2	113829390	113831119	-	1730	AC104653.2	'AC104653.2	lncRNA
ENSG00000244067	chr6	52750087	52763475	-	13389	GSTA2	'GSTA2	protein_coding
ENSG00000244094	chr1	153112121	153113516	-	1396	SPRR2F	'SPRR2F	protein_coding
ENSG00000244116	chr2	89221698	89222461	-	764	IGKV2-28	'IGKV2-28	IG_V_gene
ENSG00000244122	chr2	233681938	233773299	+	91362	UGT1A7	'UGT1A7	protein_coding
ENSG00000244124	chr3	141918252	141919021	-	770	ATP1B3-AS1	'ATP1B3-AS1	lncRNA
ENSG00000244125	chr2	142131178	142137830	-	6653	AC078882.1	'AC078882.1	lncRNA
ENSG00000244128	chr3	165206929	165846519	+	639591	LINC01322	'LINC01322	lncRNA
ENSG00000244137	chr1	230710698	230795492	-	84795	AL512328.1	'AL512328.1	lncRNA
ENSG00000244151	chr7	151074742	151076530	-	1789	AC010973.2	'AC010973.2	lncRNA
ENSG00000244158	chr6	116460739	116463692	-	2954	Z84488.1	'Z84488.1	lncRNA
ENSG00000244161	chr3	58162547	58170636	-	8090	FLNB-AS1	'FLNB-AS1	lncRNA
ENSG00000244165	chr19	10111693	10115372	+	3680	P2RY11	'P2RY11	protein_coding
ENSG00000244184	chr17	4704230	4705529	+	1300	AC091153.3	'AC091153.3	lncRNA
ENSG00000244187	chr9	136791344	136793317	+	1974	TMEM141	'TMEM141	protein_coding
ENSG00000244198	chr7	144194858	144280547	+	85690	AC004889.1	'AC004889.1	lncRNA
ENSG00000244203	chr3	71289769	71305853	+	16085	FOXP1-AS1	'FOXP1-AS1	lncRNA
ENSG00000244215	chr3	127322307	127390670	-	68364	LINC02016	'LINC02016	lncRNA
ENSG00000244219	chr7	99598267	99611045	+	12779	TMEM225B	'TMEM225B	protein_coding
ENSG00000244234	chr5	178184503	178187432	-	2930	GMCL2	'GMCL2	protein_coding
ENSG00000244239	chr7	8262233	8262821	+	589	AC007009.1	'AC007009.1	lncRNA
ENSG00000244242	chr11	1732406	1750595	-	18190	IFITM10	'IFITM10	protein_coding
ENSG00000244247	chr3	182498187	182536772	-	38586	LINC01995	'LINC01995	lncRNA
ENSG00000244260	chr2	9671875	9708413	+	36539	AC082651.4	'AC082651.4	lncRNA
ENSG00000244265	chr3	150761937	150873554	+	111618	SIAH2-AS1	'SIAH2-AS1	lncRNA
ENSG00000244268	chr3	153156511	153161775	-	5265	AC117394.2	'AC117394.2	lncRNA
ENSG00000244274	chr20	45406057	45410610	+	4554	DBNDD2	'DBNDD2	protein_coding
ENSG00000244278	chr21	25055535	25069906	+	14372	AP000235.1	'AP000235.1	lncRNA
ENSG00000244286	chr3	124781155	124787757	+	6603	ITGB5-AS1	'ITGB5-AS1	lncRNA
ENSG00000244300	chr3	128489212	128502970	+	13759	GATA2-AS1	'GATA2-AS1	lncRNA
ENSG00000244302	chr3	179898199	179921895	+	23697	PEX5L-AS2	'PEX5L-AS2	lncRNA
ENSG00000244310	chr2	9110457	9116947	+	6491	AC093904.3	'AC093904.3	lncRNA
ENSG00000244321	chr3	166569693	166570763	-	1071	LINC01326	'LINC01326	lncRNA
ENSG00000244327	chr3	142465315	142472337	-	7023	AC109992.2	'AC109992.2	lncRNA
ENSG00000244332	chr10	94577439	94611238	+	33800	AL138759.1	'AL138759.1	lncRNA
ENSG00000244337	chr2	131958277	131965535	+	7259	AJ239322.2	'AJ239322.2	lncRNA
ENSG00000244342	chr3	62950430	63125062	+	174633	LINC00698	'LINC00698	lncRNA
ENSG00000244345	chr3	72504806	72550552	-	45747	AC104435.2	'AC104435.2	lncRNA
ENSG00000244349	chr6	28986800	28988536	+	1737	AL662791.1	'AL662791.1	lncRNA
ENSG00000244355	chr6	31715356	31717804	+	2449	LY6G6D	'LY6G6D	protein_coding
ENSG00000244358	chr3	145939912	145961536	+	21625	AC055758.2	'AC055758.2	lncRNA
ENSG00000244362	chr21	30560875	30561314	-	440	KRTAP19-7	'KRTAP19-7	protein_coding
ENSG00000244380	chr3	48440352	48446656	-	6305	AC134772.1	'AC134772.1	lncRNA
ENSG00000244383	chr3	58607080	58644491	+	37412	FAM3D-AS1	'FAM3D-AS1	lncRNA
ENSG00000244395	chrY	21880076	21894526	-	14451	RBMY1D	'RBMY1D	protein_coding
ENSG00000244405	chr3	186046314	186110318	-	64005	ETV5	'ETV5	protein_coding
ENSG00000244411	chr11	71527267	71528669	+	1403	KRTAP5-7	'KRTAP5-7	protein_coding
ENSG00000244414	chr1	196819757	196832189	+	12433	CFHR1	'CFHR1	protein_coding
ENSG00000244437	chr2	89085177	89085787	-	611	IGKV3-15	'IGKV3-15	IG_V_gene
ENSG00000244459	chr4	1574062	1580253	-	6192	AC147067.1	'AC147067.1	lncRNA
ENSG00000244461	chr3	78038705	78046794	-	8090	LINC02077	'LINC02077	lncRNA
ENSG00000244462	chr20	35648925	35664956	-	16032	RBM12	'RBM12	protein_coding
ENSG00000244464	chr3	99598064	99637308	+	39245	AC107029.2	'AC107029.2	lncRNA
ENSG00000244468	chr3	149284782	149333653	+	48872	AC093001.1	'AC093001.1	lncRNA
ENSG00000244474	chr2	233718778	233773299	+	54522	UGT1A4	'UGT1A4	protein_coding
ENSG00000244476	chr6	11102489	11111725	-	9237	ERVFRD-1	'ERVFRD-1	protein_coding
ENSG00000244479	chr7	144300395	144356181	-	55787	OR2A1-AS1	'OR2A1-AS1	lncRNA
ENSG00000244482	chr19	54236592	54242791	-	6200	LILRA6	'LILRA6	protein_coding
ENSG00000244486	chr22	20424815	20437826	-	13012	SCARF2	'SCARF2	protein_coding
ENSG00000244491	chr22	38734725	38738765	+	4041	AL021707.5	'AL021707.5	lncRNA
ENSG00000244493	chr3	143381338	143382161	+	824	SLC9A9-AS2	'SLC9A9-AS2	lncRNA
ENSG00000244502	chr3	13476982	13480053	-	3072	HDAC11-AS1	'HDAC11-AS1	lncRNA
ENSG00000244509	chr22	39014257	39020352	+	6096	APOBEC3C	'APOBEC3C	protein_coding
ENSG00000244513	chr3	69013941	69056622	+	42682	AC109587.1	'AC109587.1	lncRNA
ENSG00000244537	chr17	41177446	41178221	-	776	KRTAP4-2	'KRTAP4-2	protein_coding
ENSG00000244541	chr3	150238519	150244232	+	5714	LINC01213	'LINC01213	lncRNA
ENSG00000244545	chr3	152648146	152650447	+	2302	AC092924.1	'AC092924.1	lncRNA
ENSG00000244558	chr20	44694892	44746021	-	51130	KCNK15-AS1	'KCNK15-AS1	lncRNA
ENSG00000244564	chr3	64445231	64456070	+	10840	PRICKLE2-DT	'PRICKLE2-DT	lncRNA
ENSG00000244575	chr2	89213423	89213928	-	506	IGKV1-27	'IGKV1-27	IG_V_gene
ENSG00000244578	chr3	138935189	138944020	-	8832	LINC01391	'LINC01391	lncRNA
ENSG00000244586	chr3	55487699	55488308	+	610	WNT5A-AS1	'WNT5A-AS1	lncRNA
ENSG00000244588	chr20	1226056	1296421	+	70366	RAD21L1	'RAD21L1	protein_coding
ENSG00000244607	chr3	42705756	42773253	-	67498	CCDC13	'CCDC13	protein_coding
ENSG00000244617	chr2	69960089	69962265	-	2177	ASPRV1	'ASPRV1	protein_coding
ENSG00000244619	chr1	145892847	145893483	+	637	AC243547.1	'AC243547.1	lncRNA
ENSG00000244620	chr14	105890084	105896577	+	6494	AC246787.2	'AC246787.2	lncRNA
ENSG00000244623	chr7	99875987	99877057	-	1071	OR2AE1	'OR2AE1	protein_coding
ENSG00000244624	chr21	30616425	30616699	+	275	KRTAP20-1	'KRTAP20-1	protein_coding
ENSG00000244625	chr22	26672747	26780893	+	108147	MIATNB	'MIATNB	lncRNA
ENSG00000244649	chr17	48646923	48707346	+	60424	LINC02086	'LINC02086	lncRNA
ENSG00000244650	chr3	148160911	148226606	+	65696	AC025566.1	'AC025566.1	lncRNA
ENSG00000244661	chr7	142415224	142415666	+	443	TRBV12-1	'TRBV12-1	TR_V_pseudogene
ENSG00000244675	chr3	194496317	194501503	-	5187	AC108676.1	'AC108676.1	lncRNA
ENSG00000244676	chr21	17793488	17810845	+	17358	AL109761.1	'AL109761.1	lncRNA
ENSG00000244687	chr20	50081124	50115959	-	34836	UBE2V1	'UBE2V1	protein_coding
ENSG00000244693	chr7	144266701	144269288	-	2588	CTAGE8	'CTAGE8	protein_coding
ENSG00000244694	chr6	47878028	48068689	-	190662	PTCHD4	'PTCHD4	protein_coding
ENSG00000244701	chr7	141652381	141656810	-	4430	AC004918.1	'AC004918.1	lncRNA
ENSG00000244706	chr3	167866500	167950292	-	83793	AC026353.1	'AC026353.1	lncRNA
ENSG00000244731	chr6	31982057	32002681	+	20625	C4A	'C4A	protein_coding
ENSG00000244733	chr10	79660891	79677996	+	17106	AL132656.2	'AL132656.2	lncRNA
ENSG00000244734	chr11	5225464	5229395	-	3932	HBB	'HBB	protein_coding
ENSG00000244738	chr3	170656562	170662123	+	5562	AC026316.3	'AC026316.3	lncRNA
ENSG00000244752	chr22	25212564	25231870	+	19307	CRYBB2	'CRYBB2	protein_coding
ENSG00000244754	chr13	32432417	32538885	-	106469	N4BP2L2	'N4BP2L2	protein_coding
ENSG00000244757	chr9	116288618	116318689	-	30072	AL137024.1	'AL137024.1	lncRNA
ENSG00000244791	chr8	126325454	126329538	+	4085	AC087667.1	'AC087667.1	lncRNA
ENSG00000244879	chr15	50354959	50372202	+	17244	GABPB1-AS1	'GABPB1-AS1	lncRNA
ENSG00000244926	chr11	43909289	43920944	-	11656	ALKBH3-AS1	'ALKBH3-AS1	lncRNA
ENSG00000244945	chr5	179595904	179603741	-	7838	AC136604.2	'AC136604.2	lncRNA
ENSG00000244952	chr15	32613733	32615111	+	1379	AC123768.2	'AC123768.2	lncRNA
ENSG00000244953	chr11	43943787	43947206	-	3420	AC087521.1	'AC087521.1	lncRNA
ENSG00000244968	chr5	38556765	38671216	+	114452	LIFR-AS1	'LIFR-AS1	lncRNA
ENSG00000244998	chr8	141389939	141392574	-	2636	AC100803.2	'AC100803.2	lncRNA
ENSG00000245008	chr11	128614340	128686922	-	72583	AP001122.1	'AP001122.1	lncRNA
ENSG00000245017	chr12	98485544	98503855	-	18312	LINC02453	'LINC02453	lncRNA
ENSG00000245025	chr8	22984596	23019335	-	34740	AC107959.1	'AC107959.1	lncRNA
ENSG00000245059	chr16	81077319	81078861	+	1543	AC092718.1	'AC092718.1	lncRNA
ENSG00000245060	chr5	180830326	180839742	+	9417	LINC00847	'LINC00847	lncRNA
ENSG00000245067	chr4	57109762	57207459	+	97698	IGFBP7-AS1	'IGFBP7-AS1	lncRNA
ENSG00000245080	chr8	95066808	95073182	-	6375	MIR3150BHG	'MIR3150BHG	lncRNA
ENSG00000245105	chr12	9065163	9068689	+	3527	A2M-AS1	'A2M-AS1	lncRNA
ENSG00000245112	chr4	143513472	143514635	-	1164	SMARCA5-AS1	'SMARCA5-AS1	lncRNA
ENSG00000245146	chr5	140071312	140109274	-	37963	MALINC1	'MALINC1	lncRNA
ENSG00000245148	chr11	72700474	72705607	+	5134	ARAP1-AS2	'ARAP1-AS2	lncRNA
ENSG00000245149	chr8	124462485	124474582	-	12098	RNF139-AS1	'RNF139-AS1	lncRNA
ENSG00000245156	chr11	66269832	66278525	-	8694	AP001107.1	'AP001107.1	lncRNA
ENSG00000245164	chr8	125859721	126292788	-	433068	LINC00861	'LINC00861	lncRNA
ENSG00000245213	chr4	173094868	173169652	-	74785	AC105285.1	'AC105285.1	lncRNA
ENSG00000245248	chr11	119364359	119526664	+	162306	USP2-AS1	'USP2-AS1	lncRNA
ENSG00000245261	chr6	43213801	43223860	-	10060	AL133375.1	'AL133375.1	lncRNA
ENSG00000245275	chr5	154325568	154445850	-	120283	SAP30L-AS1	'SAP30L-AS1	lncRNA
ENSG00000245281	chr8	18084386	18097644	+	13259	AC124242.1	'AC124242.1	lncRNA
ENSG00000245293	chr4	107863473	107989679	-	126207	AC096564.1	'AC096564.1	lncRNA
ENSG00000245311	chr12	27389789	27446625	-	56837	ARNTL2-AS1	'ARNTL2-AS1	lncRNA
ENSG00000245317	chr5	179859013	179861283	+	2271	AC008393.1	'AC008393.1	lncRNA
ENSG00000245322	chr4	99950006	100195099	+	245094	AC097460.1	'AC097460.1	lncRNA
ENSG00000245330	chr8	119867419	119874488	-	7070	AP005717.1	'AP005717.1	lncRNA
ENSG00000245384	chr4	104490849	104734546	+	243698	CXXC4-AS1	'CXXC4-AS1	lncRNA
ENSG00000245385	chr11	119336249	119337309	-	1061	AP003396.1	'AP003396.1	lncRNA
ENSG00000245466	chr14	70608798	70641298	-	32501	AL357153.1	'AL357153.1	lncRNA
ENSG00000245468	chr4	7093776	7103394	-	9619	LINC02447	'LINC02447	lncRNA
ENSG00000245479	chr15	90660207	90664967	+	4761	LINC01585	'LINC01585	lncRNA
ENSG00000245482	chr12	34022281	34046417	-	24137	AC046130.1	'AC046130.1	lncRNA
ENSG00000245498	chr11	124800424	124834487	+	34064	AP000866.1	'AP000866.1	lncRNA
ENSG00000245522	chr11	9754770	9759533	-	4764	LINC02709	'LINC02709	lncRNA
ENSG00000245526	chr5	88507546	88691057	-	183512	LINC00461	'LINC00461	lncRNA
ENSG00000245532	chr11	65422774	65445540	+	22767	NEAT1	'NEAT1	lncRNA
ENSG00000245534	chr15	60479152	60630637	+	151486	RORA-AS1	'RORA-AS1	lncRNA
ENSG00000245552	chr11	95150539	95234391	+	83853	AP000787.1	'AP000787.1	lncRNA
ENSG00000245556	chr5	78342365	78360507	-	18143	SCAMP1-AS1	'SCAMP1-AS1	lncRNA
ENSG00000245571	chr11	59130133	59143015	-	12883	FAM111A-DT	'FAM111A-DT	lncRNA
ENSG00000245573	chr11	27506830	27698231	+	191402	BDNF-AS	'BDNF-AS	lncRNA
ENSG00000245598	chr19	46660364	46677447	+	17084	DACT3-AS1	'DACT3-AS1	lncRNA
ENSG00000245614	chr12	31019434	31073847	-	54414	DDX11-AS1	'DDX11-AS1	lncRNA
ENSG00000245648	chr12	10363638	10398506	+	34869	AC022075.1	'AC022075.1	lncRNA
ENSG00000245651	chr12	57869834	57896482	-	26649	AC083805.1	'AC083805.1	lncRNA
ENSG00000245662	chr5	25187800	25324386	+	136587	LINC02211	'LINC02211	lncRNA
ENSG00000245667	chr12	6543504	6544931	+	1428	AC006064.1	'AC006064.1	lncRNA
ENSG00000245680	chr19	37181579	37218153	-	36575	ZNF585B	'ZNF585B	protein_coding
ENSG00000245685	chr4	189764391	189940733	-	176343	FRG1-DT	'FRG1-DT	lncRNA
ENSG00000245688	chr5	178438681	178443094	-	4414	AC008659.1	'AC008659.1	lncRNA
ENSG00000245694	chr16	54845189	54929189	-	84001	CRNDE	'CRNDE	lncRNA
ENSG00000245711	chr5	36221055	36221902	+	848	NADK2-AS1	'NADK2-AS1	lncRNA
ENSG00000245719	chr15	67834310	67838879	-	4570	AC009292.1	'AC009292.1	lncRNA
ENSG00000245729	chr5	8333481	8457558	-	124078	LINC02226	'LINC02226	lncRNA
ENSG00000245748	chr4	7030554	7046231	-	15678	AC097382.2	'AC097382.2	lncRNA
ENSG00000245750	chr15	69462921	69843120	+	380200	DRAIC	'DRAIC	lncRNA
ENSG00000245768	chr16	58733910	59199395	+	465486	AC106793.1	'AC106793.1	lncRNA
ENSG00000245812	chr5	159100483	159117478	+	16996	LINC02202	'LINC02202	lncRNA
ENSG00000245832	chr11	81821272	82718299	-	897028	MIR4300HG	'MIR4300HG	lncRNA
ENSG00000245848	chr19	33299934	33302534	-	2601	CEBPA	'CEBPA	protein_coding
ENSG00000245849	chr15	40686183	40695107	-	8925	RAD51-AS1	'RAD51-AS1	lncRNA
ENSG00000245857	chr8	6835535	6885276	+	49742	AF233439.1	'AF233439.1	lncRNA
ENSG00000245864	chr5	88676033	88779088	+	103056	MEF2C-AS2	'MEF2C-AS2	lncRNA
ENSG00000245869	chr11	118885841	118887742	-	1902	AP004609.1	'AP004609.1	lncRNA
ENSG00000245870	chr4	41872747	41882955	-	10209	LINC00682	'LINC00682	lncRNA
ENSG00000245888	chr16	27268205	27290492	+	22288	NSMCE1-DT	'NSMCE1-DT	lncRNA
ENSG00000245904	chr12	92145573	92226557	+	80985	AC025164.1	'AC025164.1	lncRNA
ENSG00000245910	chr8	66921684	66926398	-	4715	SNHG6	'SNHG6	lncRNA
ENSG00000245928	chr4	75980790	76005942	+	25153	AC112719.2	'AC112719.2	lncRNA
ENSG00000245937	chr5	127939152	128083172	-	144021	LINC01184	'LINC01184	lncRNA
ENSG00000245954	chr4	152090459	152104720	+	14262	LINC02273	'LINC02273	lncRNA
ENSG00000245970	chr8	98041726	98044121	+	2396	AP003352.1	'AP003352.1	lncRNA
ENSG00000245975	chr15	58768072	58770974	-	2903	AC090515.2	'AC090515.2	lncRNA
ENSG00000246016	chr5	10479371	10482309	+	2939	LINC01513	'LINC01513	lncRNA
ENSG00000246022	chr3	126180012	126210169	+	30158	ALDH1L1-AS2	'ALDH1L1-AS2	lncRNA
ENSG00000246067	chr11	83072052	83107789	+	35738	RAB30-DT	'RAB30-DT	lncRNA
ENSG00000246084	chr14	97427071	97582146	+	155076	LINC02325	'LINC02325	lncRNA
ENSG00000246089	chr8	6403551	6407142	-	3592	AC016065.1	'AC016065.1	lncRNA
ENSG00000246090	chr4	99088805	99301356	+	212552	AP002026.1	'AP002026.1	lncRNA
ENSG00000246095	chr4	13546075	13547801	-	1727	LINC01096	'LINC01096	lncRNA
ENSG00000246100	chr11	115753889	115760646	-	6758	LINC00900	'LINC00900	lncRNA
ENSG00000246130	chr8	23068229	23083619	+	15391	AC107959.2	'AC107959.2	lncRNA
ENSG00000246145	chr8	66419589	66428977	-	9389	RRS1-AS1	'RRS1-AS1	lncRNA
ENSG00000246174	chr11	78139771	78225909	+	86139	KCTD21-AS1	'KCTD21-AS1	lncRNA
ENSG00000246211	chr11	74311362	74324705	+	13344	P4HA3-AS1	'P4HA3-AS1	lncRNA
ENSG00000246214	chr5	16615926	16681905	+	65980	AC024588.1	'AC024588.1	lncRNA
ENSG00000246223	chr14	97924637	97978124	-	53488	LINC01550	'LINC01550	lncRNA
ENSG00000246225	chr11	22829380	22945393	+	116014	AC006299.1	'AC006299.1	lncRNA
ENSG00000246228	chr8	127289817	127482139	-	192323	CASC8	'CASC8	lncRNA
ENSG00000246250	chr11	43827517	43880726	-	53210	AC087521.2	'AC087521.2	lncRNA
ENSG00000246263	chr8	102239394	102253750	+	14357	UBR5-AS1	'UBR5-AS1	lncRNA
ENSG00000246273	chr11	9758268	9811335	+	53068	SBF2-AS1	'SBF2-AS1	lncRNA
ENSG00000246283	chr15	42739118	42743202	+	4085	AC090510.1	'AC090510.1	lncRNA
ENSG00000246308	chr11	10809204	10822931	+	13728	AC116535.1	'AC116535.1	lncRNA
ENSG00000246316	chr5	114475339	114668410	-	193072	AC010230.1	'AC010230.1	lncRNA
ENSG00000246323	chr5	138032774	138037266	+	4493	AC113382.1	'AC113382.1	lncRNA
ENSG00000246331	chr12	30755074	30780739	+	25666	AC010198.1	'AC010198.1	lncRNA
ENSG00000246334	chr5	177438503	177447699	-	9197	PRR7-AS1	'PRR7-AS1	lncRNA
ENSG00000246339	chr8	28690215	28702030	-	11816	EXTL3-AS1	'EXTL3-AS1	lncRNA
ENSG00000246350	chr6	28587378	28591747	+	4370	AL049543.1	'AL049543.1	lncRNA
ENSG00000246363	chr12	89010681	89309566	-	298886	LINC02458	'LINC02458	lncRNA
ENSG00000246366	chr8	70608577	70663279	+	54703	LACTB2-AS1	'LACTB2-AS1	lncRNA
ENSG00000246375	chr4	88284507	88331421	+	46915	PPM1K-DT	'PPM1K-DT	lncRNA
ENSG00000246379	chr16	55984009	56191118	-	207110	AC040168.1	'AC040168.1	lncRNA
ENSG00000246394	chr12	133030389	133037222	-	6834	ZNF84-DT	'ZNF84-DT	lncRNA
ENSG00000246422	chr5	141558311	141565263	+	6953	AC008781.2	'AC008781.2	lncRNA
ENSG00000246430	chr8	56496048	56559823	-	63776	LINC00968	'LINC00968	lncRNA
ENSG00000246451	chr14	103682362	103684015	-	1654	AL049840.2	'AL049840.2	lncRNA
ENSG00000246465	chr16	28284885	28292064	-	7180	AC138904.1	'AC138904.1	lncRNA
ENSG00000246477	chr8	11315859	11325429	-	9571	AF131216.1	'AF131216.1	lncRNA
ENSG00000246523	chr11	86955616	87021909	+	66294	FZD4-DT	'FZD4-DT	lncRNA
ENSG00000246526	chr4	6687448	6690519	-	3072	LINC002481	'LINC002481	lncRNA
ENSG00000246528	chr8	69834111	69854971	+	20861	AC079089.1	'AC079089.1	lncRNA
ENSG00000246541	chr4	94117792	94207556	-	89765	AC096746.1	'AC096746.1	lncRNA
ENSG00000246548	chr14	77041064	77069503	+	28440	LINC02288	'LINC02288	lncRNA
ENSG00000246560	chr4	102828055	102844075	+	16021	UBE2D3-AS1	'UBE2D3-AS1	lncRNA
ENSG00000246582	chr8	23224471	23230926	+	6456	AC100861.1	'AC100861.1	lncRNA
ENSG00000246627	chr12	2676001	2691200	-	15200	CACNA1C-AS1	'CACNA1C-AS1	lncRNA
ENSG00000246640	chr17	50050349	50055739	-	5391	PICART1	'PICART1	lncRNA
ENSG00000246662	chr8	93213302	93700433	-	487132	LINC00535	'LINC00535	lncRNA
ENSG00000246695	chr12	25936683	25959765	-	23083	RASSF8-AS1	'RASSF8-AS1	lncRNA
ENSG00000246705	chr12	14774383	14778002	+	3620	H2AFJ	'H2AFJ	protein_coding
ENSG00000246731	chr17	74209980	74213342	-	3363	AC100786.1	'AC100786.1	lncRNA
ENSG00000246740	chr15	41972763	41999094	+	26332	PLA2G4E-AS1	'PLA2G4E-AS1	lncRNA
ENSG00000246763	chr5	98769618	98773469	-	3852	RGMB-AS1	'RGMB-AS1	lncRNA
ENSG00000246774	chr4	109303035	109316135	+	13101	ZCCHC23	'ZCCHC23	lncRNA
ENSG00000246777	chr16	66751752	66754740	+	2989	AC044802.1	'AC044802.1	lncRNA
ENSG00000246790	chr11	121447331	121453013	-	5683	AP000977.1	'AP000977.1	lncRNA
ENSG00000246792	chr8	90646420	90670929	+	24510	AC106038.1	'AC106038.1	lncRNA
ENSG00000246820	chr11	8169167	8178903	+	9737	RIC3-DT	'RIC3-DT	lncRNA
ENSG00000246851	chr9	131189910	131194205	-	4296	AL157938.3	'AL157938.3	lncRNA
ENSG00000246859	chr5	111510396	111739726	+	229331	STARD4-AS1	'STARD4-AS1	lncRNA
ENSG00000246863	chr15	39921042	39925880	+	4839	GPR176-DT	'GPR176-DT	lncRNA
ENSG00000246876	chr4	129612330	129771527	-	159198	LINC02466	'LINC02466	lncRNA
ENSG00000246877	chr15	75727670	75738623	-	10954	DNM1P35	'DNM1P35	lncRNA
ENSG00000246889	chr11	70372246	70398488	-	26243	AP000487.1	'AP000487.1	lncRNA
ENSG00000246898	chr16	66408524	66412135	+	3612	LINC00920	'LINC00920	lncRNA
ENSG00000246922	chr15	65092770	65115197	-	22428	UBAP1L	'UBAP1L	protein_coding
ENSG00000246982	chr6	36146698	36197205	-	50508	Z84485.1	'Z84485.1	lncRNA
ENSG00000246985	chr12	93542022	93571768	-	29747	SOCS2-AS1	'SOCS2-AS1	lncRNA
ENSG00000247011	chr17	50934989	50944713	-	9725	AC005920.1	'AC005920.1	lncRNA
ENSG00000247033	chr16	75108601	75110712	-	2112	AC099508.1	'AC099508.1	lncRNA
ENSG00000247049	chr5	181224646	181230685	-	6040	AC008443.2	'AC008443.2	lncRNA
ENSG00000247077	chr12	132710819	132722734	+	11916	PGAM5	'PGAM5	protein_coding
ENSG00000247081	chr8	103153394	103298772	-	145379	BAALC-AS1	'BAALC-AS1	lncRNA
ENSG00000247092	chr14	95521943	95534889	-	12947	SNHG10	'SNHG10	lncRNA
ENSG00000247095	chr11	565660	568457	-	2798	MIR210HG	'MIR210HG	lncRNA
ENSG00000247121	chr5	96814028	96935809	-	121782	AC009126.1	'AC009126.1	lncRNA
ENSG00000247130	chr4	188140822	188143379	-	2558	AC138781.1	'AC138781.1	lncRNA
ENSG00000247131	chr12	69713633	69738574	-	24942	AC025263.1	'AC025263.1	lncRNA
ENSG00000247134	chr8	32927913	33045445	+	117533	AC090204.1	'AC090204.1	lncRNA
ENSG00000247137	chr11	83184491	83193794	-	9304	AP000873.2	'AP000873.2	lncRNA
ENSG00000247151	chr11	33161657	33191598	+	29942	CSTF3-DT	'CSTF3-DT	lncRNA
